0.11, -0.18, 0.03, 0.1
0.11, -0.18, 0.03, 0.26
0.1, -0.16, 0.04, 0.19
0.1, -0.15, 0.04, 0.05
0.1, -0.14, 0.04, 0.02
0.09, -0.13, 0.04, 0.04
0.09, -0.12, 0.04, 0.01
0.09, -0.09, 0.04, -0.14
0.09, -0.04, 0.02, -0.46
0.09, -0.04, 0.01, -0.36
0.09, -0.07, 0.01, -0.14
0.08, -0.07, 0.01, -0.04
0.08, -0.09, 0.01, 0.11
0.08, -0.09, 0.01, 0.03
0.08, -0.07, 0.02, 0.06
0.08, -0.05, 0.01, -0.23
0.07, -0.06, 0.01, 0.01
0.07, -0.07, 0.01, 0
0.07, -0.07, 0.02, 0.13
0.07, 0, 0, -0.41
0.07, -0.01, -0.01, -0.29
0.07, -0.03, -0.01, -0.22
0.07, -0.08, -0.01, 0.14
0.07, -0.08, 0, 0.18
0.06, -0.08, 0, 0.13
0.06, -0.07, 0.01, 0.09
0.06, -0.07, 0.01, 0.03
0.06, -0.05, 0.01, 0.05
0.06, -0.04, 0, -0.16
0.06, -0.05, 0, 0.03
0.06, -0.07, 0.01, 0.14
0.05, -0.07, 0.01, 0.18
0.05, -0.02, 0, -0.23
0.05, -0.03, 0, -0.1
0.05, -0.06, 0, 0.11
0.05, -0.05, 0, -0.07
0.05, -0.08, 0.01, 0.15
0.05, -0.07, 0.01, 0.1
0.04, -0.06, 0.01, 0.03
0.04, -0.03, 0.01, 0.05
0.04, -0.01, 0, -0.24
0.04, -0.03, 0, -0.11
0.04, -0.06, 0.01, 0.24
0.04, -0.05, 0.01, 0.07
0.04, -0.06, 0.01, 0.22
0.04, -0.01, 0.01, -0.12
0.04, -0.01, 0, -0.21
0.04, -0.03, 0, -0.06
0.04, -0.06, 0, 0.16
0.03, -0.06, 0.01, 0.27
0.03, 0, 0, -0.37
0.03, -0.01, -0.01, -0.08
0.03, -0.05, 0, 0.09
0.03, -0.07, 0.01, 0.22
0.03, -0.02, 0, -0.16
0.03, -0.02, 0, -0.1
0.03, -0.06, 0, 0.13
0.03, -0.06, 0.01, 0.22
0.03, 0, 0, -0.21
0.03, -0.02, -0.01, -0.21
0.02, -0.06, 0, 0.27
0.02, -0.06, 0.01, 0.18
0.02, -0.01, 0, -0.23
0.02, -0.06, 0.01, 0.12
0.02, -0.04, 0.01, 0.13
0.02, 0.01, 0, -0.35
0.02, -0.02, 0, -0.05
0.02, -0.06, 0, 0.15
0.02, -0.06, 0.01, 0.13
0.02, -0.07, 0.02, 0.29
0.02, -0.01, 0.02, -0.03
0.02, 0.01, 0, -0.47
0.01, -0.04, 0.01, 0.17
0.01, -0.01, 0.01, 0.06
0.02, 0.05, -0.01, -0.56
0.02, -0.03, 0, 0.14
0.01, -0.04, 0.01, 0.29
0.02, 0.04, -0.01, -0.47
0.02, 0, -0.01, -0.09
0.01, -0.04, 0, 0.18
0.01, 0.01, 0, -0.15
0.01, 0.01, -0.01, -0.16
0.01, -0.03, -0.01, 0.08
0.01, -0.04, 0, 0.24
0.01, 0, 0, -0.13
0.01, -0.02, 0, 0.02
0.01, -0.03, 0, 0.11
0.01, -0.01, 0, -0.07
0.01, -0.01, -0.01, -0.06
0.01, -0.01, -0.01, -0.12
0.01, -0.02, -0.01, 0.07
0.01, -0.06, 0, 0.26
0.01, -0.04, 0.01, 0.17
0.01, 0.01, 0, -0.26
0.01, -0.01, 0, -0.05
0.01, -0.03, 0, -0.01
0, -0.07, 0.01, 0.38
0, 0, 0.01, -0.1
0, 0, 0, -0.1
0, -0.03, 0, 0.07
0, -0.01, 0, -0.05
0, -0.01, 0, -0.14
0, -0.04, 0.01, 0.21
0, -0.03, 0.01, 0.12
0, 0, 0.01, -0.04
0, -0.01, 0, -0.08
0, -0.02, 0.01, 0.06
0, 0.01, 0, -0.24
0, -0.01, 0, 0.06
0, 0, 0, 0.02
0, 0, 0, -0.07
